   8.5714286e+14   2.8571429e+04   1.7145682e-01
   8.5607143e+14   2.8535714e+04   1.6711256e-01
   8.5500000e+14   2.8500000e+04   1.6286092e-01
   8.5392857e+14   2.8464286e+04   1.5870056e-01
   8.5285714e+14   2.8428571e+04   1.5463023e-01
   8.5178571e+14   2.8392857e+04   1.5066364e-01
   8.5071429e+14   2.8357143e+04   1.4679518e-01
   8.4964286e+14   2.8321429e+04   1.4303082e-01
   8.4857143e+14   2.8285714e+04   1.3935443e-01
   8.4750000e+14   2.8250000e+04   1.3580969e-01
   8.4642857e+14   2.8214286e+04   1.3243966e-01
   8.4535714e+14   2.8178571e+04   1.2919330e-01
   8.4428571e+14   2.8142857e+04   1.2603576e-01
   8.4321429e+14   2.8107143e+04   1.2295575e-01
   8.4214286e+14   2.8071429e+04   1.1981518e-01
   8.4107143e+14   2.8035714e+04   1.1661037e-01
   8.4000000e+14   2.8000000e+04   1.1363539e-01
   8.3892857e+14   2.7964286e+04   1.1093996e-01
   8.3785714e+14   2.7928571e+04   1.0830595e-01
   8.3678571e+14   2.7892857e+04   1.0560052e-01
   8.3571429e+14   2.7857143e+04   1.0304162e-01
   8.3464286e+14   2.7821429e+04   1.0081367e-01
   8.3357143e+14   2.7785714e+04   9.8731273e-02
   8.3250000e+14   2.7750000e+04   9.6603586e-02
   8.3142857e+14   2.7714286e+04   9.4503282e-02
   8.3035714e+14   2.7678571e+04   9.2521853e-02
   8.2928571e+14   2.7642857e+04   9.0642101e-02
   8.2821429e+14   2.7607143e+04   8.8936608e-02
   8.2714286e+14   2.7571429e+04   8.7390258e-02
   8.2607143e+14   2.7535714e+04   8.5876391e-02
   8.2500000e+14   2.7500000e+04   8.4375100e-02
   8.2392857e+14   2.7464286e+04   8.2938266e-02
   8.2285714e+14   2.7428571e+04   8.1598723e-02
   8.2178571e+14   2.7392857e+04   8.0234660e-02
   8.2071429e+14   2.7357143e+04   7.8695688e-02
   8.1964286e+14   2.7321429e+04   7.7314390e-02
   8.1857143e+14   2.7285714e+04   7.6317670e-02
   8.1750000e+14   2.7250000e+04   7.5414995e-02
   8.1642857e+14   2.7214286e+04   7.4450346e-02
   8.1535714e+14   2.7178571e+04   7.3459554e-02
   8.1428571e+14   2.7142857e+04   7.2388471e-02
   8.1321429e+14   2.7107143e+04   7.1294835e-02
   8.1214286e+14   2.7071429e+04   7.0213388e-02
   8.1107143e+14   2.7035714e+04   6.9253158e-02
   8.1000000e+14   2.7000000e+04   6.8748425e-02
   8.0892857e+14   2.6964286e+04   6.8393006e-02
   8.0785714e+14   2.6928571e+04   6.7943450e-02
   8.0678571e+14   2.6892857e+04   6.7428072e-02
   8.0571429e+14   2.6857143e+04   6.6787757e-02
   8.0464286e+14   2.6821429e+04   6.6060407e-02
   8.0357143e+14   2.6785714e+04   6.5508521e-02
   8.0250000e+14   2.6750000e+04   6.5053137e-02
   8.0142857e+14   2.6714286e+04   6.4625992e-02
   8.0035714e+14   2.6678571e+04   6.4219098e-02
   7.9928571e+14   2.6642857e+04   6.3672332e-02
   7.9821429e+14   2.6607143e+04   6.3113152e-02
   7.9714286e+14   2.6571429e+04   6.3092654e-02
   7.9607143e+14   2.6535714e+04   6.3164338e-02
   7.9500000e+14   2.6500000e+04   6.2647909e-02
   7.9392857e+14   2.6464286e+04   6.1478381e-02
   7.9285714e+14   2.6428571e+04   6.1645788e-02
   7.9178571e+14   2.6392857e+04   6.2150394e-02
   7.9071429e+14   2.6357143e+04   6.2044841e-02
   7.8964286e+14   2.6321429e+04   6.1816144e-02
   7.8857143e+14   2.6285714e+04   6.1845415e-02
   7.8750000e+14   2.6250000e+04   6.1937921e-02
   7.8642857e+14   2.6214286e+04   6.2048515e-02
   7.8535714e+14   2.6178571e+04   6.2204183e-02
   7.8428571e+14   2.6142857e+04   6.2450383e-02
   7.8321429e+14   2.6107143e+04   6.2749198e-02
   7.8214286e+14   2.6071429e+04   6.3029249e-02
   7.8107143e+14   2.6035714e+04   6.3379548e-02
   7.8000000e+14   2.6000000e+04   6.3904672e-02
   7.7892857e+14   2.5964286e+04   6.4540849e-02
   7.7785714e+14   2.5928571e+04   6.5301751e-02
   7.7678571e+14   2.5892857e+04   6.6090908e-02
   7.7571429e+14   2.5857143e+04   6.6887236e-02
   7.7464286e+14   2.5821429e+04   6.7739258e-02
   7.7357143e+14   2.5785714e+04   6.8665312e-02
   7.7250000e+14   2.5750000e+04   6.9874495e-02
   7.7142857e+14   2.5714286e+04   7.1349499e-02
   7.7035714e+14   2.5678571e+04   7.2720609e-02
   7.6928571e+14   2.5642857e+04   7.4157022e-02
   7.6821429e+14   2.5607143e+04   7.5928971e-02
   7.6714286e+14   2.5571429e+04   7.7936444e-02
   7.6607143e+14   2.5535714e+04   8.0138410e-02
   7.6500000e+14   2.5500000e+04   8.2494985e-02
   7.6392857e+14   2.5464286e+04   8.4977682e-02
   7.6285714e+14   2.5428571e+04   8.7716742e-02
   7.6178571e+14   2.5392857e+04   9.0758973e-02
   7.6071429e+14   2.5357143e+04   9.4083257e-02
   7.5964286e+14   2.5321429e+04   9.7701026e-02
   7.5857143e+14   2.5285714e+04   1.0151671e-01
   7.5750000e+14   2.5250000e+04   1.0564315e-01
   7.5642857e+14   2.5214286e+04   1.1023633e-01
   7.5535714e+14   2.5178571e+04   1.1519712e-01
   7.5428571e+14   2.5142857e+04   1.2051428e-01
   7.5321429e+14   2.5107143e+04   1.2624705e-01
   7.5214286e+14   2.5071429e+04   1.3243166e-01
   7.5107143e+14   2.5035714e+04   1.3898143e-01
   7.5000000e+14   2.5000000e+04   1.4601644e-01
   7.4892857e+14   2.4964286e+04   1.5379751e-01
   7.4785714e+14   2.4928571e+04   1.6205453e-01
   7.4678571e+14   2.4892857e+04   1.7062069e-01
   7.4571429e+14   2.4857143e+04   1.7993229e-01
   7.4464286e+14   2.4821429e+04   1.9010209e-01
   7.4357143e+14   2.4785714e+04   2.0114028e-01
   7.4250000e+14   2.4750000e+04   2.1309258e-01
   7.4142857e+14   2.4714286e+04   2.2596244e-01
   7.4035714e+14   2.4678571e+04   2.3987289e-01
   7.3928571e+14   2.4642857e+04   2.5495184e-01
   7.3821429e+14   2.4607143e+04   2.7112980e-01
   7.3714286e+14   2.4571429e+04   2.8850029e-01
   7.3607143e+14   2.4535714e+04   3.0719512e-01
   7.3500000e+14   2.4500000e+04   3.2693128e-01
   7.3392857e+14   2.4464286e+04   3.4759426e-01
   7.3285714e+14   2.4428571e+04   3.6879838e-01
   7.3178571e+14   2.4392857e+04   3.9016353e-01
   7.3071429e+14   2.4357143e+04   4.1067257e-01
   7.2964286e+14   2.4321429e+04   4.2951408e-01
   7.2857143e+14   2.4285714e+04   4.4650253e-01
   7.2750000e+14   2.4250000e+04   4.5962724e-01
   7.2642857e+14   2.4214286e+04   4.6825937e-01
   7.2535714e+14   2.4178571e+04   4.7040864e-01
   7.2428571e+14   2.4142857e+04   4.7015226e-01
   7.2321429e+14   2.4107143e+04   4.6176227e-01
   7.2214286e+14   2.4071429e+04   4.4892306e-01
   7.2107143e+14   2.4035714e+04   4.3042539e-01
   7.2000000e+14   2.4000000e+04   4.0814938e-01
   7.1892857e+14   2.3964286e+04   3.8375100e-01
   7.1785714e+14   2.3928571e+04   3.5788605e-01
   7.1678571e+14   2.3892857e+04   3.3105520e-01
   7.1571429e+14   2.3857143e+04   3.0418203e-01
   7.1464286e+14   2.3821429e+04   2.7802340e-01
   7.1357143e+14   2.3785714e+04   2.5343114e-01
   7.1250000e+14   2.3750000e+04   2.3048784e-01
