2.0044, 0.0111
2.0096, 0.0123
2.0147, 0.0123
2.0199, 0.0123
2.0250, 0.0123
2.0302, 0.0123
2.0353, 0.0131
2.0405, 0.0140
2.0456, 0.0150
2.0508, 0.0167
2.0559, 0.0203
2.0602, 0.0222
2.0782, 0.0558
2.0830, 0.0656
2.0854, 0.0904
2.0885, 0.1113
2.0907, 0.1292
2.0920, 0.1652
2.0924, 0.1530
2.0937, 0.1795
2.0940, 0.2007
2.0954, 0.2456
2.0954, 0.2258
2.0962, 0.2816
2.0962, 0.2656
2.0971, 0.3337
2.0971, 0.3161
2.0971, 0.3001
2.0971, 0.2110
2.0988, 0.3666
2.0988, 0.3520
2.0992, 0.3882
2.1005, 0.4452
2.1005, 0.4291
2.1005, 0.4131
2.1009, 0.4668
2.1023, 0.5485
2.1023, 0.5325
2.1023, 0.5165
2.1023, 0.5005
2.1023, 0.5902
2.1023, 0.4017
2.1026, 0.5701
2.1028, 0.4835
2.1031, 0.6346
2.1031, 0.6186
2.1031, 0.6026
2.1040, 0.6577
2.1040, 0.6790
2.1048, 0.7205
2.1048, 0.7045
2.1048, 0.6885
2.1057, 0.7693
2.1057, 0.7533
2.1060, 0.7905
2.1061, 0.7353
2.1083, 0.8486
2.1083, 0.8326
2.1083, 0.8166
2.1091, 0.8959
2.1091, 0.8799
2.1091, 0.8654
2.1091, 0.8020
2.1095, 0.9178
2.1108, 0.9425
2.1146, 0.9288
2.1177, 0.9003
2.1183, 0.8159
2.1186, 0.8836
2.1188, 0.8406
2.1194, 0.8668
2.1203, 0.8013
2.1203, 0.7853
2.1203, 0.7693
2.1203, 0.7533
2.1207, 0.6849
2.1211, 0.7343
2.1211, 0.7183
2.1211, 0.7023
2.1228, 0.6693
2.1228, 0.6533
2.1228, 0.6375
2.1237, 0.5961
2.1240, 0.6160
2.1241, 0.5619
2.1246, 0.5805
2.1263, 0.5442
2.1274, 0.5209
2.1276, 0.4811
2.1280, 0.4995
2.1297, 0.4646
2.1297, 0.4486
2.1297, 0.4328
2.1310, 0.3977
2.1314, 0.4165
2.1327, 0.3410
2.1331, 0.3777
2.1331, 0.3590
2.1345, 0.3183
2.1369, 0.2953
2.1387, 0.2740
2.1396, 0.2489
2.1413, 0.2321
2.1434, 0.2132
2.1455, 0.1912
2.1495, 0.1812
2.1503, 0.1671
2.1537, 0.1506
2.1572, 0.1361
2.1623, 0.1242
2.1675, 0.1125
2.1726, 0.1038
2.1778, 0.0975
2.1829, 0.0919
2.1881, 0.0873
2.1932, 0.0834
2.1984, 0.0803
2.2035, 0.0776
2.2087, 0.0732
2.2138, 0.0706
2.2190, 0.0684
2.2241, 0.0672
2.2293, 0.0652
2.2327, 0.0640
2.2653, 0.0516
2.2705, 0.0514
2.2756, 0.0512
2.2808, 0.0495
2.2859, 0.0487
2.2911, 0.0485
2.2962, 0.0473
2.3014, 0.0473
2.3065, 0.0461
2.3117, 0.0458
2.3168, 0.0458
2.3220, 0.0458
2.3271, 0.0446
2.3323, 0.0444
2.3374, 0.0439
2.3426, 0.0422
2.3477, 0.0412
2.3529, 0.0398
2.3580, 0.0385
2.3632, 0.0378
2.3683, 0.0371
2.3735, 0.0356
2.3786, 0.0351
2.3838, 0.0342
2.3889, 0.0330
2.3941, 0.0320
2.3992, 0.0313
2.4044, 0.0313
2.4095, 0.0313
2.4147, 0.0313
2.4198, 0.0303
2.4250, 0.0291
2.4301, 0.0288
2.4353, 0.0284
2.4404, 0.0274
2.4456, 0.0262
2.4507, 0.0262
2.4559, 0.0257
2.4610, 0.0240
2.4662, 0.0225
2.4713, 0.0213
2.4765, 0.0211
2.4816, 0.0211
2.4868, 0.0211
2.4919, 0.0201
2.4970, 0.0189
2.5022, 0.0189
2.5073, 0.0189
2.5125, 0.0189
2.5176, 0.0189
2.5228, 0.0189
2.5279, 0.0189
2.5331, 0.0189
2.5382, 0.0189
2.5434, 0.0189
2.5485, 0.0184
2.5537, 0.0182
2.5588, 0.0182
2.5640, 0.0182
2.5691, 0.0162
2.5743, 0.0160
2.5794, 0.0160
2.5846, 0.0150
2.6172, 0.0138
2.6224, 0.0138
2.6275, 0.0138
2.6327, 0.0138
2.6378, 0.0138
2.6430, 0.0138
2.6481, 0.0138
2.6533, 0.0138
2.6584, 0.0138
2.6636, 0.0138
2.6687, 0.0133
2.6721, 0.0123
